companyName,accountID,country,city,state,companyType,rapNetMemberSince,totalRating,yearsSinceJoining
Desumma and Wexler Fine Jewelry,31100,USA,Philadelphia,Pennsylvania,Independent Jeweler,2014-02-27T12:00:12,0,10
Detroit Diamond Company,110576,USA,Troy,Michigan,Diamond Dealer/Broker,2019-04-15T00:00:00,0,5
Detroit Diamond Girl,113030,USA,Oak Park,Michigan,Online Jewelry Store,2019-04-23T00:00:00,0,5
Deutsch Benjamin,110844,BELGIUM,Antwerp,,Diamond Dealer/Broker,2018-09-27T00:00:00,0,6
DEV Enterprises LLC,69156,USA,Boston,Massachusetts,Diamond Dealer/Broker,2008-05-14T00:00:00,0,16
Dev Gems,123836,BELGIUM,,Antwerp,Diamond Dealer/Broker,2022-09-07T00:00:00,0,2
Dev Jewels bvba,104434,BELGIUM,Antwerpen,,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Rough Diamond Dealer",2016-08-31T00:00:00,0,8
DEVANG DIAMONDS,105781,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2017-02-23T00:00:00,0,7
DEVANI GEMS,115549,INDIA,,,,2019-12-27T03:13:00,0,5
DHARM DIAM-Surat,128204,INDIA,Surat,Gujarat,Diamond Manufacturer/Cutter,2024-06-11T00:00:00,1,Less than 1 year
DHARM GEMS DMCC,120090,UAE,DUBAI,UAE,Diamond Manufacturer/Cutter,2021-05-27T00:00:00,0,3
Dharm International,119192,USA,New York,New York,"Diamond Manufacturer/Cutter, Jewelry Manufacturer",2021-03-03T00:00:00,0,3
DHARMACHAKRA DIAMONDS,128394,INDIA,Surat,Gujarat,,2024-07-03T05:59:00,0,Less than 1 year
DHARMANANDAN DIAMONDS,43460,INDIA,Mumbai-,Maharashtra,Diamond Manufacturer/Cutter,2007-10-26T00:00:00,0,17
DHARMI EXPORT,115607,INDIA,surat,Gujarat,Diamond Dealer/Broker,2020-01-01T00:00:00,0,4
DHIAAN EXPORTS,126912,INDIA,Surat,Gujarat,,2023-12-19T00:00:00,0,1
DHIAAN GEMS,94001,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2014-04-04T00:00:00,0,10
DHIR DI HATTI JEWELLERS AND SONS,124837,INDIA,Ludhiana,Punjab,Jewelry Retailer,2023-02-09T00:00:00,0,1
DHIRAJLAL & BROTHERS,74103,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2010-04-09T00:00:00,0,14
DHIRSONS JEWELLERS PRIVATE LIMITED,125962,INDIA,New Delhi,Delhi,Jewelry Retailer,2023-07-17T06:28:00,0,1
Dhruv Diamond,107462,INDIA,Surat,Gujarat,"Diamond Manufacturer/Cutter, Rough Diamond Dealer",2017-09-01T00:00:00,0,7
Dhruv Diamonds,130124,INDIA,,,,Unknown,0,Unknown
DHRUV GEMS PRIVATE LIMITED,97189,INDIA,SURAT,Gujarat,Independent Jeweler,2014-12-15T00:00:00,0,10
DHRUV INTERNATIONAL (HK) LIMITED,83708,HONG KONG,HONG KONG,,Diamond Manufacturer/Cutter,2012-04-20T00:00:00,0,12
DHRUV STAR DMCC,112112,UAE,DUBAI,DUBAI,Independent Jeweler,2019-02-18T00:00:00,0,5
DHRUVI IMPEX - PARESH SHAH,128176,INDIA,THANE,Maharashtra,,2024-06-06T00:00:00,0,Less than 1 year
DHV,26059,BELGIUM,2018 Antwerp,,Diamond Manufacturer/Cutter,2007-10-25T00:00:00,0,17
DHYAN DIAM LLC,105242,UAE,Dubai,,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Jewelry Manufacturer",2016-12-13T00:00:00,0,8
DHYEY DIAMONDS,120745,INDIA,MUMBAI,Maharashtra,,2021-08-12T00:00:00,0,3
Di Amore Bvba,112913,BELGIUM,Antwerp,,Diamond Dealer/Broker,2019-04-11T00:00:00,0,5
DI AN ARE EXPORTS,73725,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2010-02-09T00:00:00,0,14
DI LEO SRL,89671,ITALY,ROME,ITALY,Diamond Mining,2013-05-24T00:00:00,0,11
Di R Co Ltd,93498,CHINA,Shenzhen,Guangdong,Independent Jeweler,2014-03-04T00:00:00,0,10
DI VIR,71759,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2009-09-07T00:00:00,0,15
DAVID KODNER PERSONAL JEWELERS,49358,USA,CLAYTON,Missouri,Independent Jeweler,2011-09-16T00:00:00,0,13
David Kosto,105886,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2017-03-06T00:00:00,0,7
David Lawes Jewellery Ltd,127749,UNITED KINGDOM,London,City of London,Jewelry Manufacturer,2024-04-11T00:00:00,0,Less than 1 year
David Levy Diamonds,23429,USA,new york,New York,Diamond Manufacturer/Cutter,2011-04-04T00:00:00,0,13
DAVID LEVY DIAMONDS & FINE JEWELS,35440,USA,New York,New York,Diamond Manufacturer/Cutter,2005-03-17T00:00:00,0,19
David Luton Jewellers,109964,UNITED KINGDOM,London,,Jewelry Retailer,2018-06-11T00:00:00,0,6
David M. Schwartz,98240,USA,New York,New York,"Independent Jeweler 1-5 Stores, Jewelry Manufacturer, Designer",2016-02-11T00:00:00,0,8
David Marshall London,76470,UNITED KINGDOM,London,,"Independent Jeweler, Jewelry Manufacturer, Designer",2010-11-30T00:00:00,0,14
DAVID MORRIS INT''''L LTD.,8574,UNITED KINGDOM,London,,Independent Jeweler,1999-07-23T00:00:00,0,25
David Namdar,113483,ITALY,Valenza,ALESSANDRIA,Diamond Dealer/Broker,2019-06-03T00:00:00,0,5
David Reynolds Jewelry and Coin,89364,USA,St. Petersburg,Florida,Independent Jeweler,2013-05-06T00:00:00,0,11
David Rovinsky LLC,111935,USA,new york,New York,Diamond Dealer/Broker,2019-01-31T00:00:00,0,5
David Rudy Ltd,53418,USA,Brooklyn,New York,Independent Jeweler,2004-08-03T00:00:00,0,20
David Stern Jewelers,99418,USA,boca raton,Florida,"Gold Buyer, Jewelry Retailer, Jewelry Appraiser",2016-04-19T00:00:00,0,8
David Tennenbaum Inc.,25101,USA,New York,New York,Diamond Dealer/Broker,2009-03-31T00:00:00,0,15
David Tishbi Inc.,121216,USA,Los Angeles,California,,2021-10-22T00:00:00,0,3
"David Weisz & Sons USA, LLC",35044,USA,New York,New York,"Diamond Manufacturer/Cutter, Diamond Mining",2000-12-04T00:00:00,0,24
David Yurman,61622,USA,New York,New York,Jewelry Manufacturer,2011-02-14T00:00:00,0,13
David's Jewellery Co.,92679,HONG KONG,Hong Kong,,Jewelry Manufacturer,2014-01-09T02:45:21,0,10
David's Ltd.,4092,USA,Charlotte,North Carolina,Independent Jeweler 1-5 Stores,2006-12-13T00:00:00,0,18
Davidoff Co. Miami,19265,USA,Hollywood,Florida,Diamond Dealer/Broker,1999-05-28T00:00:00,0,25
"Davidoff Heritage Diamonds, LLC",9224,USA,Houston,Texas,Diamond Dealer/Broker,1999-06-22T00:00:00,0,25
Davidov Giora,74930,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2010-06-28T00:00:00,0,14
Davidson & Licht Jewelry Corporation,7276,USA,Walnut Creek,California,"Independent Jeweler, Online Jewelry Store",2007-07-26T00:00:00,0,17
Davidson Design,49467,CANADA,Vancouver,British Columbia,Jewelry Manufacturer,2013-01-21T00:00:00,0,11
Diamond Collection International LLC,121525,USA,Georgetown,South Carolina,Jewelry Retailer,2021-11-24T00:00:00,0,3
"Diamond Collection, Inc.",77400,USA,Los Angeles,California,Diamond Dealer/Broker,2011-02-28T00:00:00,0,13
Diamond Corporation Retail (Pty) Ltd,65869,SOUTH AFRICA,Menlyn,Eastern Cape,"Diamond Dealer/Broker, Online Jewelry Store, Jewelry Manufacturer",2010-01-12T00:00:00,0,14
Diamond Creation Trading House Co.Ltd.,111577,THAILAND,Bangkok,,Diamond Dealer/Broker,2018-12-24T00:00:00,0,6
Diamond Creations NV,77554,BELGIUM,Antwerp,Antwerp,Diamond Manufacturer/Cutter,2011-11-17T00:00:00,0,13
DIAMOND CREATIONS PVT LTD,74524,INDIA,MUMBAI,Maharashtra,Jewelry Manufacturer,2012-09-07T00:00:00,0,12
"DIAMOND CREATIONS, INC",55572,USA,Woodbridge,New Jersey,Independent Jeweler,2007-04-05T00:00:00,0,17
Diamond Cutters International,28953,USA,Houston,Texas,Independent Jeweler,2006-04-25T00:00:00,0,18
"Diamond Cutters of Western New York, Inc.",23220,USA,Buffalo,New York,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2007-01-10T00:00:00,0,17
DIAMOND DARE CORP,118110,USA,NEW YORK,New York,Diamond and Pearl Dealer/Broker,2020-11-11T19:10:00,0,4
DIAMOND DAUGHTERS INC.,108681,USA,SAN DIEGO,California,Independent Jeweler,2018-01-31T00:00:00,0,6
Diamond Days Inc,22735,USA,NEW YORK,New York,Diamond Manufacturer/Cutter,1999-11-19T00:00:00,0,25
DIAMOND DEAL (L.L.C),68897,UAE,dubai,Dubai,Diamond Manufacturer/Cutter,2008-04-07T00:00:00,0,16
DIAMOND DEAL CORPORATION,32185,USA,New York,New York,Diamond Dealer/Broker,1999-10-11T00:00:00,1,25
Diamond Dealer Direct Ltd.,68485,UNITED KINGDOM,Birmingham,,Independent Jeweler 1-5 Stores,2013-04-05T00:00:00,0,11
Diamond Design Studio,27485,CANADA,Toronto,Ontario,Independent Jeweler,2010-09-22T00:00:00,0,14
Diamond Designs Inc,102977,USA,Akron,Ohio,Jewelry Manufacturer,2019-04-11T00:00:00,0,5
Diamond Designs LLC,71656,USA,Orange,Connecticut,Independent Jeweler,2009-08-17T00:00:00,0,15
Diamond Direct Jewellery LLC,70169,UAE,Dubai,,Diamond Dealer/Broker,2008-12-17T00:00:00,0,16
Diamond Direct Sales 2016 Ltd.,66122,ISRAEL,Ramat Gan,Central District,Diamond Manufacturer/Cutter,2007-01-24T00:00:00,0,17
Diamond Direct USA,94079,USA,New York,New York,Diamond Dealer/Broker,2014-04-09T00:00:00,0,10
Diamond Distributors Inc.,22522,USA,New York,New York,Diamond Manufacturer/Cutter,2002-05-08T00:00:00,0,22
Diamond Dreams Bvba,21448,BELGIUM,Antwerpen,,Diamond Manufacturer/Cutter,2005-12-20T00:00:00,0,19
Diamond Durrell's,80556,USA,Lake Charles,Louisiana,Independent Jeweler,2012-07-10T00:00:00,0,12
Diamond Elite Pty Ltd,68636,AUSTRALIA,sydney,New South Wales,Diamond Dealer/Broker,2009-09-17T00:00:00,0,15
Diamants Plus,102591,FRANCE,Paris,,Diamond Dealer/Broker,2016-02-22T00:00:00,0,8
Diamar Pte. Ltd.,122315,SINGAPORE,Singapore,,Jeweler ,2022-02-15T00:00:00,0,2
"Diamark, LLC",79658,USA,Portsmouth,New Hampshire,Diamond Dealer/Broker,2013-01-02T00:00:00,0,11
DIAMARS FINE JEWELS LLP,106869,INDIA,Mumbai,Maharashtra,Jewelry Manufacturer,2017-06-29T00:00:00,0,7
DIAMART (HK) LIMITED,88307,HONG KONG,TSIM SHA TSUI,,Diamond Manufacturer/Cutter,2013-02-26T00:00:00,4,11
DIAMATRIX PRIVATE LIMITED,129242,INDIA,,,,2024-09-10T00:00:00,0,Less than 1 year
"Diamax Jewelery, Inc.",86379,USA,LOS ANGELES,California,"Diamond Dealer/Broker, Independent Jeweler, Designer",2012-10-16T00:00:00,0,12
Diamax Jewerllery Group International Company Ltd,125818,HONG KONG,,,,2023-06-26T00:00:00,0,1
Diamaz International NV,74520,BELGIUM,Antwerpen,Antwerp,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2010-05-18T00:00:00,0,14
DIAMAZE CREATIONS,98033,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2015-02-20T00:00:00,0,9
DIAMBEL,109030,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2018-03-07T00:00:00,0,6
Diambel NV,124094,BELGIUM,Antwerp,Antwerp,Diamond Manufacturer/Cutter,2022-10-19T00:00:00,0,2
DIAMCAD,23460,BELGIUM,Antwerp,,Diamond Dealer/Broker,2007-05-31T00:00:00,0,17
DIAMCO LTD.,19585,UNITED KINGDOM,London,City of London,Diamond Dealer/Broker,2008-07-21T00:00:00,0,16
DIAMDEL INC,61406,JAPAN,TOKYO,,Diamond Dealer/Broker,2013-05-02T00:00:00,0,11
Diamdis,109505,FRANCE,Paris,Ain,Diamond Dealer/Broker,2018-04-25T00:00:00,0,6
Diamentowy Swiat Maciej Gorbacz,121187,POLAND,Bialystok,,Diamond Dealer/Broker,2021-10-11T00:00:00,0,3
DIAMERA JEWELRY INC.,67668,USA,Los Angeles,California,Diamond Dealer/Broker,2007-10-09T00:00:00,0,17
Diamex Inc. - Ronnie Vanderlinden,55631,USA,New York,New York,Diamond Manufacturer/Cutter,2005-05-31T00:00:00,0,19
DIAMINA SL.,87574,SPAIN,Barcelona,Catalonia,"Diamond Manufacturer/Cutter, Appraiser",2017-05-22T00:00:00,0,7
DIAMINCO - DIAMANTS INFOS,54484,FRANCE,Obernai,Bas-Rhin,"Online Jewelry Store, Wholesaler ",2005-01-31T00:00:00,0,19
DIAMINES GEMS,55762,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2010-04-26T00:00:00,0,14
Diamond & gold international,78333,AUSTRALIA,MELBOURNE,Victoria,Online Jewelry Store,2011-05-08T00:00:00,0,13
"Diamond & Jewelry Brokers, Inc.",18768,USA,Manchester,Missouri,Independent Jeweler,2006-03-21T00:00:00,0,18
Diamond 2 brothers co corp,119427,CANADA,Mississauga,Ontario,Jewelry Retailer,2021-03-25T00:00:00,0,3
Di-Amanda Limited,123611,HONG KONG,Hunghom,,Online Jewelry Store,2022-08-03T00:00:00,0,2
"Di-Moksh Diam, Inc.",73755,USA,LOS ANGELES,California,Diamond Manufacturer/Cutter,2010-02-12T00:00:00,0,14
DIA ANGELS,111761,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-01-17T00:00:00,0,5
DIA CORP,114656,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2019-10-07T00:00:00,0,5
DIA CREATIONS,94693,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2014-06-02T00:00:00,0,10
DIA EXPORTS CORPORATION,27968,INDIA,MUMBAI,Maharashtra,Independent Jeweler,2013-08-07T00:00:00,0,11
DIA GLOW,115510,INDIA,DELHI,Delhi,Diamond Dealer/Broker,2019-12-20T00:00:00,0,5
DIA GRACE,112931,INDIA,GURUGRAM,Haryana,Independent Jeweler,2019-04-12T00:00:00,0,5
Dia Import Inc.,19021,USA,New York,New York,Diamond Dealer/Broker,2009-05-21T00:00:00,0,15
"Dia Jewel Co., Ltd.",125942,THAILAND,Bangkok,Bangkok,Diamond Dealer/Broker,2023-07-13T00:00:00,0,1
DIA MONDE,85562,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2012-08-27T00:00:00,0,12
DIA PRECIOUS JEWELLERY PRIVATE LIMITED,119174,INDIA,MUMBAI,Maharashtra,Jewelry Retailer,2021-03-03T00:00:00,0,3
Dia Ring Inc.,99581,USA,LOS ANGELES,California,Independent Jeweler,2015-06-05T00:00:00,0,9
Dia'Story,105319,TURKEY,fatih - Istanbul,,Diamond Dealer/Broker,2016-12-28T00:00:00,0,8
Dia-Co International,109026,USA,Los Angeles,California,Diamond Dealer/Broker,2018-03-06T00:00:00,0,6
"DIA-Gems, INC",55455,USA,Falls Church,Virginia,Diamond Dealer/Broker,2019-11-20T00:00:00,0,5
DIABA,70648,GERMANY,Munich,,Independent Jeweler,2009-02-24T00:00:00,0,15
DIABELG BVBA,34544,BELGIUM,Antwerp,ANTWERP,Diamond Manufacturer/Cutter,2007-12-06T00:00:00,0,17
Diabro bvba,87395,BELGIUM,Belgium,Antwerp,Diamond Dealer/Broker,2012-12-17T00:00:00,1,12
Diabro UK Ltd,108781,UNITED KINGDOM,London,London Borough of Camden,Diamond Dealer/Broker,2018-02-13T00:00:00,0,6
"Diaccents thai co.,ltd",75809,THAILAND,Bangkok,Amnat Charoen,"Diamond Dealer/Broker, Rough Diamond Dealer",2010-10-12T00:00:00,0,14
DIACENTRE,47821,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2008-09-01T00:00:00,0,16
DIACENTRE INC,9913,USA,New York,New York,Diamond Dealer/Broker,1999-02-01T00:00:00,0,25
DIACLUST,113729,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2019-06-25T00:00:00,0,5
Diaco Incorporated,12148,USA,New York,New York,Diamond Dealer/Broker,2000-08-15T00:00:00,0,24
Diamond Solutions LLC,129151,USA,,,Diamond Dealer/Broker,2024-09-27T00:00:00,0,Less than 1 year
DIAMOND SOURCE INC,52966,USA,LOS ANGELES,California,Diamond Dealer/Broker,2021-03-22T00:00:00,0,3
"Diamond Source Industries, Inc.",75565,USA,new york,New York,Diamond Dealer/Broker,2010-09-13T00:00:00,0,14
Diamond Source of Virginia Inc,31707,USA,Henrico,Virginia,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",1999-06-21T00:00:00,0,25
"Diamond Square, LLC",97113,USA,Richardson,Texas,Independent Jeweler,2014-12-16T00:00:00,0,10
Diamond Star Coorporation,74703,HONG KONG,Kowloon,,"Diamond Dealer/Broker, Diamond and Jewelry Dealer/Broker",2010-06-09T00:00:00,0,14
"diamond syndicate, inc.",19381,USA,Honolulu,Hawaii,Diamond Dealer/Broker,1999-03-26T00:00:00,0,25
"Diamond Time Co., Ltd",85688,THAILAND,Bangkok,Amnat Charoen,"Diamond Dealer/Broker, Independent Jeweler",2012-09-03T00:00:00,0,12
Diamond Traders International,2569,USA,Atlanta,Georgia,Diamond Dealer/Broker,2009-09-24T00:00:00,0,15
Diamond Tradex Corporation,121992,CANADA,"BRAMPTON,",Ontario,,2022-01-13T17:59:00,0,2
DIAMOND TRADING CENTER,67216,USA,LOS ANGELES,California,Diamond Manufacturer/Cutter,2007-08-09T00:00:00,0,17
Diamond Trading Company - Aria Ahdoot,61524,USA,Beverly Hills,California,"Diamond Manufacturer/Cutter, Jewelry Manufacturer",2006-05-01T00:00:00,1,18
DIAMOND TRADING NV,23175,BELGIUM,Antwerp,,Rough Diamond Dealer,2016-11-09T00:00:00,0,8
"Diamond Travel Co.,Ltd.",101748,CHINA,shenzhen,Guangdong,Jewelry Retail Chain,2015-12-16T00:00:00,0,9
Diamond Treasures Inc,77999,USA,DALLAS,Texas,Diamond Dealer/Broker,2011-04-07T00:00:00,0,13
DIAMOND TREE,108391,INDIA,NEW DELHI,Delhi,Jewelry Retail Chain,2017-12-25T00:00:00,0,7
Diamond Trust Company,106148,UAE,DUBAI,,Diamond Dealer/Broker,2017-04-03T00:00:00,0,7
Diamond Universe LLC,24620,USA,New York,New York,Diamond Dealer/Broker,1999-07-27T00:00:00,0,25
Diamond Vault NY,118290,USA,Brooklyn,New York,"Diamond Dealer/Broker, Jewelry Manufacturer",2020-12-02T00:00:00,0,4
Diamond Wealth Trading Limited,91102,HONG KONG,Kowloon,,Independent Jeweler,2013-09-11T00:00:00,0,11
Diamond Wholesalers,86520,USA,Baltimore,Maryland,Diamond Dealer/Broker,2012-10-23T00:00:00,0,12
DIAMOND WORLD INC - sam soloman,23340,USA,Houston,Texas,Diamond Dealer/Broker,2009-01-05T00:00:00,0,15
Diamond World Jewellers,80561,AUSTRALIA,Narellan,New South Wales,Independent Jeweler,2011-10-19T00:00:00,0,13
Diamond World Jewellers Bankstown,120539,AUSTRALIA,Bankstown,Australian Capital Territory,Jewelry Retailer,2021-07-19T00:00:00,0,3
DiamondDiamond s.r.l.,81662,ITALY,Rome,Italy,"Diamond Dealer/Broker, Jewelry Manufacturer",2018-12-12T00:00:00,0,6
Diamond King Trading Co.,85661,HONG KONG,Kowloon,Hong Kong,Diamond Dealer/Broker,2012-08-30T00:00:00,0,12
Diamond Koncierge,111863,USA,,,Jewelry Retailer,2019-03-01T00:00:00,0,5
"Diamond Li Co., Limited",104281,HONG KONG,Hong Kong,,Diamond Dealer/Broker,2016-08-08T00:00:00,0,8
DIAMOND LINE BVBA,20213,BELGIUM,Antwerpen,,Diamond Manufacturer/Cutter,2010-02-18T00:00:00,0,14
diamond looper limited,90678,HONG KONG,Chai Wan,,Jewelry Manufacturer,2013-08-08T00:00:00,0,11
"Diamond Love, Inc.",119508,USA,Los Angeles,California,Wholesaler ,2021-04-06T00:00:00,0,3
DIAMOND MARKETPLACE LIMITED,125260,HONG KONG,CENTRAL,,Diamond Dealer/Broker,2023-03-29T00:00:00,0,1
Diamond Marquise,108073,USA,Englewood Cliffs,New Jersey,Jewelry Retail Chain,2017-11-16T00:00:00,0,7
DIAMOND MELA JEWELS LTD,100961,INDIA,Mumbai,Maharashtra,Jewelry Retail Chain,2015-10-12T00:00:00,0,9
DIAMOND NET LTD.,96355,ISRAEL,RAMAT GAN,Central District,Diamond Dealer/Broker,2014-10-07T00:00:00,0,10
DIAMOND OCEAN LLC,73629,UAE,DUBAI,DUBAI,Diamond Dealer/Broker,2010-01-25T00:00:00,0,14
Diamond Opportunity Inc.,16087,USA,Boca Raton,Florida,Jewelry Manufacturer,2013-04-16T00:00:00,0,11
Diamond Palace,90344,UNITED KINGDOM,LONDON,,Independent Jeweler,2013-07-12T00:00:00,0,11
Diamond Plus,77899,MYANMAR,Yangon,"Yangon,Myanmar",Diamond Dealer/Broker,2011-03-31T00:00:00,0,13
Diamond Pro USA,74032,USA,Los Angeles,California,Diamond Dealer/Broker,2010-03-26T00:00:00,0,14
DIAMOND QUEEN LLC,127049,USA,,New York,Diamond Dealer/Broker,2024-01-18T12:47:00,0,Less than 1 year
"Diamond Quest, Inc.",66116,USA,Mission Viejo,California,Diamond Dealer/Broker,2007-01-23T00:00:00,0,17
Diamond R Jewelry LLC,83309,USA,Hays,Kansas,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",2012-03-30T00:00:00,0,12
DIAMOND RAYS HK LTD,96521,HONG KONG,TSIM SHA TSUI,KOWLOON,"Diamond Manufacturer/Cutter, Jewelry Manufacturer",2014-10-23T00:00:00,0,10
Diamond Rocks Trading DMCC,76575,UAE,Dubai,,Independent Jeweler,2010-12-13T00:00:00,0,14
Diamond Scene,38509,USA,New York,New York,Independent Jeweler,2009-08-07T00:00:00,0,15
Diamond Secret GmbH,125326,GERMANY,Frankfurt,Baden-Württemberg,Jeweler ,2023-04-10T00:00:00,0,1
Diamond Service Company,99206,ITALY,Milano,italy,Independent Jeweler,2015-05-18T00:00:00,0,9
Diamond Services,45286,USA,New York,New York,Diamond Dealer/Broker,2010-09-27T00:00:00,0,14
Diamond Smart,116163,USA,Los Angeles,California,Diamond Dealer/Broker,2020-02-26T00:00:00,0,4
DEDHIA JEWELLERS,106223,INDIA,MUMBAI,Maharashtra,Jewelry Manufacturer,2017-04-13T00:00:00,0,7
DEEJAY,81680,INDIA,MUMBAI,Maharashtra,Jewelry Manufacturer,2012-01-16T00:00:00,0,12
DEENA JEWELERS,31981,USA,New York,New York,Independent Jeweler,2007-10-01T00:00:00,0,17
"Deep Diam, Inc.",75465,USA,Los Angeles,California,Diamond Manufacturer/Cutter,2010-08-31T00:00:00,1,14
DEEP GEMS,126183,INDIA,SURAT,Gujarat,,2023-08-22T00:00:00,0,1
DEEP GEMS - DIPESH SHAH,120593,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2021-07-26T00:00:00,0,3
"Deep Trading, Inc",115752,PANAMA,Panama,,Diamond Dealer/Broker,2020-01-14T00:00:00,0,4
"Deerfield Pawn Brokers, Inc.",9842,USA,Deerfield Beach,Florida,Pawn shop,2007-05-14T00:00:00,0,17
DEFANCY LTD.,109558,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2018-05-02T00:00:00,0,6
Defino & Campagna Fine Jewelry,107717,USA,Philadelphia,Pennsylvania,"Diamond Dealer/Broker, Independent Jeweler",2017-09-28T11:37:00,0,7
Degas'' Love,87591,SOUTH AFRICA,KIMBERLEY,,Rough Diamond Dealer,2022-01-11T00:00:00,0,2
DEGEM MASTERPIECE SDN BHD,9984,MALAYSIA,Kuala Lumpur,KUALA LUMPUR,Independent Jeweler,2011-11-28T00:00:00,0,13
Degirmenci Samuel & Mikail,86580,USA,philadelphia,Pennsylvania,Jewelry Manufacturer,2012-10-25T00:00:00,0,12
"DeHong Jewelry (Shenzhen) Co., Ltd.",96067,CHINA,Shenzhen,Guangdong,Diamond Dealer/Broker,2014-09-16T00:00:00,0,10
DEHRES (THAI) CO. LTD.,57726,THAILAND,Bangkok,,Diamond Dealer/Broker,2010-08-26T00:00:00,0,14
DEHRES LIMITED - Hong Kong,14209,HONG KONG,Central,,Independent Jeweler,1999-03-26T00:00:00,0,25
Deja & Co.,5393,USA,SARATOGA,California,Independent Jeweler,2010-10-04T00:00:00,0,14
Delage Jewelry Corp.,8671,USA,New York,New York,Independent Jeweler,2005-06-20T00:00:00,0,19
DELGATTO Diamond Finance Fund,115180,USA,New York,New York,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2019-11-19T00:00:00,0,5
Delicate Gem Corp.,18816,USA,New York,New York,"Diamond Dealer/Broker, Jewelry Manufacturer",2005-09-27T00:00:00,0,19
Delmar /IFC Fulfillment,69350,USA,Champlain,New York,Diamond Dealer/Broker,2008-07-01T00:00:00,0,16
Delmaya Collection Co. Ltd,113848,THAILAND,Bangkok,,"Diamond Dealer/Broker, Jewelry Manufacturer, Gold Buyer",2019-07-08T00:00:00,0,5
Delmonte-Smelson Jewelers,10135,USA,Uniondale,New York,Independent Jeweler,2007-03-27T00:00:00,0,17
Delphine Vallee,122912,FRANCE,Chatou,,Jewelry Manufacturer,2022-04-20T00:00:00,0,2
Delta Gems,54243,USA,Houston,Texas,Diamond Dealer/Broker,2008-03-03T00:00:00,2,16
Dianco Inc.,117407,USA,New York,New York,Diamond Dealer/Broker,2020-09-01T00:00:00,0,4
Dianco Solitaire LLC,120735,USA,New York,New York,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Rough Diamond Dealer",2021-08-11T00:00:00,0,3
DIANE D. INTERNATIONAL,67356,SOUTH KOREA,Seoul,,Diamond Dealer/Broker,2007-09-04T00:00:00,0,17
Dianne's Jewelry,117880,USA,Auburn,Alabama,Jewelry Retailer,2020-10-16T00:00:00,0,4
DiaNoor Rough& Polish,90449,TURKEY,Istanbul,Adana,"Diamond Dealer/Broker, Rough Diamond Dealer",2013-08-13T00:00:00,0,11
Diaperfect Ltd.,115209,UNITED KINGDOM,London,,"Watch Dealer, Wholesaler ",2019-11-21T00:00:00,0,5
DIARAYS DIAMOND LLP,128225,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2024-06-17T00:00:00,0,Less than 1 year
DIARECT MARKETING LIMITED,114605,HONG KONG,KOWLOON,,Diamond Dealer/Broker,2019-10-01T00:00:00,0,5
Diarise HK Limited,93871,HONG KONG,Kowloon,HK,"Diamond Manufacturer/Cutter, Jewelry Manufacturer",2014-03-27T00:00:00,0,10
DIAROUGH HK,71383,HONG KONG,KOWLOON,,Diamond Manufacturer/Cutter,2009-07-10T00:00:00,0,15
Diarough Middle East DMCC,128104,UAE,DUBAI,DUBAI,Wholesaler ,2024-05-31T07:54:00,0,Less than 1 year
Diarough NV,6221,BELGIUM,2018 Antwerp,,Diamond Manufacturer/Cutter,2007-11-09T00:00:00,0,17
Diarush DMCC,120464,UAE,Dubai,,Diamond Dealer/Broker,2021-07-12T00:00:00,0,3
Diarvi LLC,113820,ARMENIA,Armenia,,Diamond Dealer/Broker,2019-07-04T00:00:00,0,5
Diashil Jewels - F.Z.C,123535,UAE,Ajman,Ajman Emirate,Diamond and Jewelry Dealer/Broker,2022-07-22T00:00:00,0,2
